,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,id,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,num_of_atoms,num_of_heavy_atoms,num_of_C_atoms,num_of_O_atoms,num_of_N_atoms,num_of_Cl_atoms,num_of_P_atoms,num_of_Br_atoms,num_of_F_atoms,tpsa,mol_w,num_valence_electrons,num_heteroatoms
10,-5.4128823,5.483173,-6.7188773,-1.607894,-4.8314166,-6.1074657,8.874801,-2.247323,-8.711265,-23.84254,22.147575,-28.461264,9.448859,-15.760474,-8.861047,15.0830965,-9.780174,11.664855,-3.2034264,-13.622246,-24.53022,18.759031,-5.519706,-11.555218,8.841874,20.055513,9.56312,-3.8830762,19.807205,-2.2922087,6.4489255,-8.043559,20.846191,14.239697,-6.144946,-2.7286246,1.2602556,6.1650157,-10.924299,17.99718,-1.4373873,-24.344074,19.2906,-1.2467911,-5.6242247,-22.158068,-12.672567,28.126104,18.34442,20.52292,-9.288418,-3.6103158,-24.795368,8.623732,8.276628,0.42912447,-5.583819,-23.832125,9.704706,15.312131,13.279115,-8.759747,-1.8518883,9.000979,-34.295135,0.57421803,-0.0854508,17.845312,-16.595434,12.752821,-4.0714793,4.6330757,13.611721,15.980309,-5.3763094,5.9501734,18.218126,-0.02383721,-17.04737,-7.837435,15.705948,-4.0884757,-7.125291,0.57380044,-0.622818,10.794944,-4.4131517,22.278374,-3.5647185,-10.38773,32.22519,-2.7870033,-25.413488,-22.026323,-1.8902805,-22.691334,11.395055,10.541712,-8.087322,-9.256388,TRAIN_0010,56.9,40.158,0.767,294.821,3,1,3,0.388,86.03,32,17,10,2,2,1,0,0,0,49.410000000000004,294.0263474000004,96,7
11,-10.394104,7.5674686,-13.392433,1.0403471,-6.296591,-10.958369,14.296655,-2.6327722,-13.01872,-31.805048,26.91157,-42.43159,11.16649,-23.683676,-8.956335,20.067532,-10.676086,14.934648,-3.3343062,-18.35047,-36.12885,22.187727,-6.075833,-20.613604,14.547579,31.085068,15.348515,-5.7638845,31.391153,-3.3317297,10.665425,-8.299697,25.752785,17.501251,-5.071975,-5.6478214,-2.417843,4.42462,-13.303786,21.40751,0.43024012,-31.507772,32.750477,-0.13131711,-11.214399,-29.186016,-17.034119,37.29437,27.185432,28.313822,-12.138465,-5.1865435,-33.990532,12.577111,9.897764,-3.3443692,-11.224774,-35.705246,18.993227,23.82377,17.203085,-8.718301,-0.5450595,11.426468,-46.25207,0.5170541,-3.4607217,19.459373,-25.982365,11.400528,-6.2069273,0.23810336,20.183285,21.517614,0.6358309,10.530122,23.374914,0.8041261,-26.566694,-5.9724917,17.132635,-10.509652,-18.463587,1.930022,-1.8399878,14.835624,-5.7563877,27.17205,-1.6464632,-11.55249,39.627365,0.084769204,-35.455193,-31.758183,-4.0589776,-27.459019,15.815524,8.708085,-7.052107,-9.071131,TRAIN_0011,32.668,94.151,0.814,269.406,4,1,4,-0.591,67.84,41,18,13,1,3,0,0,0,0,39.60000000000001,269.1561833560004,102,5
12,-10.593162,7.61705,-11.592169,-1.7063606,-8.729577,-8.25343,10.436779,-4.756937,-10.918503,-34.396534,30.102564,-37.750584,7.364727,-22.625896,-6.7829967,15.84484,-10.927399,18.634602,-6.8044233,-16.485043,-31.802471,18.642237,-7.3597064,-15.24016,11.792462,24.519981,14.975292,-4.874076,24.724077,-1.9325404,7.3004384,-3.6246216,29.768559,17.838028,-4.2780995,-8.264864,1.4239345,3.789056,-16.139273,21.605982,7.5676346,-32.85564,23.26477,-4.1115184,-8.62897,-34.867645,-16.851315,30.973837,30.204079,24.452492,-9.528163,-3.17694,-29.289534,13.913988,10.71315,-0.6105828,-6.840064,-34.83483,17.449533,21.233438,16.248621,-8.8086815,2.055867,10.652913,-35.530357,-3.7729588,-3.3216262,21.257915,-21.671726,15.206587,-3.4718149,-1.7432262,19.47521,19.642902,-4.8530684,3.7520957,20.477434,4.892335,-20.450953,-13.568957,19.04855,-3.5599635,-12.041455,-0.09355825,-9.312639,17.608719,-3.6453245,28.842695,-4.5469,-8.751652,34.93831,2.91436,-34.90271,-28.373207,-2.35028,-32.630634,15.642415,12.434298,-6.5568233,-8.30738,TRAIN_0012,0.761,4.273,4.157,339.822,2,1,2,4.157,58.28,42,24,18,0,5,1,0,0,0,58.28,339.1250732560005,122,6
13,-6.8696766,6.9254394,-12.778842,3.141116,-3.9618897,-11.269908,12.502048,-1.4825327,-12.177146,-28.876305,23.627348,-37.01797,12.305828,-25.537405,-8.387055,19.57237,-8.909117,15.401209,-1.4049737,-17.995316,-30.468739,20.518309,-6.857904,-15.831783,11.987662,24.504042,14.650524,-0.92111635,25.831223,-3.890015,14.338982,-7.5833087,23.10741,17.911966,-8.530196,-5.4920487,-0.51012605,5.4406624,-13.604301,20.940882,-1.1002938,-29.862366,28.979095,2.8439763,-11.536813,-28.730007,-18.219545,35.35091,25.313189,25.360056,-14.691977,-4.756554,-31.324053,10.908615,12.4755945,-1.6885452,-9.730385,-33.871693,13.905867,21.307571,19.471302,-10.441608,1.9152117,11.582785,-41.62332,0.17060722,-3.5617504,21.13251,-25.621204,13.533614,-7.051834,0.0079007,17.820337,17.171392,-1.7094762,8.489141,24.091345,0.386625,-22.780275,-8.370385,15.150445,-8.246696,-13.510159,2.7859626,1.9414213,9.17405,-4.42407,26.833881,-1.5377204,-13.722858,36.83481,-1.1876602,-31.682076,-30.032278,-3.8935912,-24.690624,14.654533,10.4800415,-8.029783,-10.869775,TRAIN_0013,66.24,63.68,2.719,255.376,2,1,6,2.721,54.55,38,17,13,2,1,0,0,0,0,46.17,255.129299912,96,4
14,-9.358707,6.105459,-14.384394,-3.0066957,-7.871934,-7.171687,7.3747444,-3.7519288,-13.347037,-29.818098,26.888676,-32.981617,4.818224,-20.789259,-5.9191194,17.63331,-9.276697,17.140974,-3.883565,-14.424605,-27.815243,15.444672,-8.841754,-12.469659,8.4838505,20.18243,12.514085,-4.633993,21.152142,-1.5028868,9.975217,-1.4254228,24.746763,15.112231,-4.6031885,-11.829888,2.2433226,5.850374,-16.175186,19.878527,7.6932945,-28.35159,20.60344,-5.698786,-9.346618,-29.65091,-16.447905,26.393688,25.567701,24.623114,-9.46325,-1.7178475,-27.05765,6.4368153,11.102087,4.0952106,-7.4528284,-31.206995,16.367052,19.722313,12.345387,-6.114792,5.806561,7.569149,-28.78188,-1.5882779,-5.362459,22.556145,-18.976093,17.151121,-3.3984497,-4.1162763,17.345007,17.997469,-3.7923763,1.5152432,17.857166,8.6100445,-14.40062,-12.995257,22.788033,-2.2584486,-8.439744,-2.1036057,-8.553498,13.54923,-0.08206159,30.480242,-2.6521468,-4.78161,30.101814,3.6769547,-29.82954,-26.519821,-0.9162999,-31.41432,9.158072,12.960532,-5.6999454,-8.134739,TRAIN_0014,69.28,99.0,5.541,392.249,3,1,3,5.539,50.94,39,25,20,1,3,0,0,1,0,50.940000000000005,391.0320241680005,122,5
15,-13.1641445,12.09173,-19.26299,-1.3996351,-12.44639,-12.941021,14.789112,-9.200664,-20.094122,-43.886635,40.741734,-54.50894,7.807946,-33.16238,-11.328922,25.470274,-16.009987,26.569849,-5.309754,-21.342136,-43.38727,26.002924,-11.748656,-17.971014,17.98958,34.100433,18.849,-3.5419645,37.774902,-2.986965,15.582848,-4.8167043,39.39123,24.088263,-10.174844,-12.888543,1.2232382,7.485139,-22.480104,34.103516,10.453434,-46.02151,37.396225,-2.8928776,-13.93556,-46.06178,-23.791803,47.646473,41.024433,39.61631,-13.288931,-3.3524632,-44.643177,13.376929,19.6015,2.174696,-8.470684,-51.211044,22.28261,31.812622,18.637249,-12.501259,5.381861,15.400464,-52.581573,-6.1934643,-8.354033,36.601738,-33.525425,23.276022,-5.061164,-5.92187,29.574585,26.278076,-4.3454304,8.685576,30.298374,7.9626117,-28.507612,-18.022167,24.635696,-6.3553886,-16.398111,2.7070782,-10.526066,19.653322,-3.7480898,44.52816,-3.4510257,-13.287006,51.5185,1.1118585,-48.02415,-40.98786,0.4049456,-45.899803,22.388391,19.654715,-11.693342,-13.023026,TRAIN_0015,48.42,82.81,3.959,457.528,6,3,7,3.95,98.15,61,34,25,2,7,0,0,0,0,98.15,457.2226231040008,174,9
16,-2.7240186,6.419606,-9.290477,-0.15684184,-6.2269306,-8.324279,9.707886,-5.3610606,-6.1924014,-20.622105,24.155556,-30.39542,8.095029,-17.087034,-8.060053,15.182765,-8.0892725,11.76658,0.9626267,-14.262652,-22.081398,20.02852,-6.6010904,-9.96231,11.185041,20.274933,11.642028,-4.8690724,18.980955,-4.6095877,9.391287,-7.4144845,22.266926,14.559143,-8.227586,-2.0585396,2.0162551,9.751175,-11.934485,18.785206,-1.9805177,-20.785812,19.735952,-0.97306716,-9.183531,-23.585835,-16.27979,25.98535,24.71552,21.829977,-10.057595,-4.260124,-20.892338,10.752544,8.266218,0.61207944,-9.020367,-26.575935,9.309268,11.431483,12.571627,-9.584204,0.07130592,9.342378,-33.379723,-1.8820636,1.1698041,18.98035,-17.138678,13.209806,-6.5258327,-1.8378055,16.201477,15.034518,-5.3248234,6.7373414,19.178232,3.940042,-13.965191,-13.519478,11.104355,-5.1654377,-8.150288,1.6575131,-2.5745983,13.238637,-6.8835435,24.812838,-3.0152,-9.736427,32.61319,-1.2156664,-26.153605,-21.844662,0.6870619,-24.598566,12.6813,10.864426,-12.497082,-8.734485,TRAIN_0016,59.496,66.631,-1.524,289.308,5,3,4,-1.424,121.98,34,19,10,5,3,0,0,0,0,121.11999999999999,289.0732415800004,106,9
17,-13.737132,14.117043,-18.937677,-2.2454576,-10.050262,-16.78598,21.119926,-6.3667974,-21.18417,-51.030327,40.452785,-64.23109,20.907602,-39.63826,-16.009434,32.955715,-15.397413,29.402382,-1.3296523,-30.75886,-55.48279,36.675877,-12.270162,-28.829208,24.094435,46.871197,26.0543,-6.8134813,47.473774,-6.65869,18.714972,-8.998104,40.80746,27.401094,-10.36132,-10.249743,-2.1318831,9.659166,-22.038013,32.986134,1.2865791,-54.51952,50.79764,-0.01659318,-17.45736,-49.394627,-30.883247,61.891907,48.64397,47.35752,-19.98818,-8.992376,-51.94104,25.014153,17.673788,-1.7514884,-17.290363,-61.494114,28.94792,40.22075,27.156946,-16.767473,1.316964,18.446827,-71.77145,-1.8594564,-4.8255787,36.833252,-42.382767,22.065596,-6.8876014,-0.14330316,31.210659,35.892597,-3.549198,13.095534,38.525223,2.0277636,-41.775536,-16.224619,22.493715,-13.591112,-26.90231,4.831868,-2.7129874,24.756702,-8.2040415,46.593044,-3.5438323,-18.36592,62.074833,0.97280014,-56.879692,-53.82812,-6.888081,-48.596577,26.532661,16.39831,-13.412149,-16.37123,TRAIN_0017,1.776,5.529,4.143,445.596,3,1,8,3.318,48.57,68,33,28,2,3,0,0,0,0,48.57,445.27292736000095,174,5
18,-8.191278,7.541704,-10.570196,-2.5880504,-4.9008627,-9.27593,9.415558,-3.0049431,-10.715822,-24.975185,22.339878,-35.05554,13.60881,-21.639158,-10.331561,16.863832,-8.457592,11.596448,-0.78565025,-17.92358,-30.78107,20.615038,-10.019351,-17.684078,11.92482,22.41709,13.956973,-4.1351585,23.72034,-2.201006,11.481833,-2.2395937,20.959846,13.646893,-5.112866,-7.132683,2.3775196,7.131099,-14.530748,20.18403,2.5388293,-28.896776,25.290583,-0.05662898,-11.525752,-25.921724,-21.61875,33.394123,24.640972,32.016308,-12.265594,-4.8613076,-28.375715,12.158668,6.409182,-0.82918006,-12.331896,-32.34344,15.754224,21.846144,12.961549,-9.682345,3.592937,8.949752,-39.10737,-1.7600069,-2.699089,22.779255,-20.280367,16.297361,-4.3006406,0.07544956,17.702312,18.449602,-2.649903,4.54415,17.530361,2.7155826,-21.061737,-9.540001,13.325407,-5.991767,-10.80269,2.0722814,-4.12142,15.665205,-2.9602969,25.594318,-2.2776332,-9.328774,33.18376,0.68103766,-30.782036,-29.146215,-2.3414428,-27.867903,14.201113,13.17376,-11.054698,-8.038753,TRAIN_0018,65.85,91.84,2.762,296.317,4,2,4,-0.125,74.6,38,22,18,4,0,0,0,0,0,74.6,296.10485899200046,112,4
19,-6.1784663,8.115369,-14.975388,-0.43545407,-6.1238494,-8.994527,11.112435,-3.1512427,-11.928266,-30.536705,27.145945,-35.821793,7.228367,-21.3919,-6.475518,15.126523,-10.080722,16.785334,-4.3079715,-13.651829,-27.332977,14.706913,-5.912555,-11.908098,9.996015,19.474415,12.358039,-4.161331,20.996141,0.34156996,9.689748,-3.420382,24.274212,17.945316,-5.48858,-8.35032,2.3075423,5.9067807,-14.26911,19.44123,7.1389523,-29.99437,21.871199,-4.1655817,-9.87196,-28.742794,-18.417372,30.716862,26.137281,21.609179,-9.68735,-2.8707874,-24.408846,9.668889,13.725911,-1.2841516,-8.13727,-31.020008,13.119091,18.143671,13.401769,-6.995071,2.7649808,6.9120045,-32.563793,-4.312935,-4.5790668,21.082075,-21.680986,13.697156,-3.744559,-5.267414,19.196941,16.20541,-3.397052,4.2886896,20.371122,3.3694727,-18.101683,-8.875794,15.612565,-6.010018,-10.540913,1.3588519,-8.586366,13.054033,-3.9268153,29.804846,-2.1827707,-8.823071,28.641891,-0.21929142,-29.834593,-30.022978,-1.6040683,-30.085316,12.659573,10.9248085,-8.924737,-7.8290195,TRAIN_0019,13.856,42.906,2.791,292.335,4,2,4,3.045,81.83,38,22,17,1,4,0,0,0,0,81.83,292.13241113200047,110,5
